,Unnamed: 0,text,pseudo_label_rubert,confidence_rubert,pred_label,confidence,agree?,pseudo_label_ensemble_final,pseudo_label_final
938,938,"в реальности смотрится не как на фото, а смотрится дешево, одевать можно только дома",одежда,0.9348496351378368,unknown,0.5663421154022217,False,одежда,одежда
939,939,"качество плохое все отклеивается, не стоит этих денег",одежда,0.7932965808316254,нет товара,0.7616934180259705,False,одежда,одежда
940,940,"Качество не очень понравилось, синтетика и тонкая очень. И с размером не угадала- большая мне.",одежда,0.9158226080385846,текстиль,0.9796507358551024,False,текстиль,одежда
941,941,"Размер не соответствует, s как m, фасон странный, сама кофта широкая, спереди короткая, рукава длинные, носить не буду.",одежда,0.8870113177753547,одежда,0.7211423516273499,True,одежда,одежда
942,942,блузка очень хорошего качества. доставка меньше месяца. всем довольна.,одежда,0.6830035497074344,одежда,0.7412179708480835,True,одежда,одежда
943,943,"К сожалению, платье  не соответствует фотографии и описанию, на которой представлено платье. Размер «S»  очень сильно велик в талии, в плечах. Рукава сильно короткие. Длина платье, не то, что мини, а минимини.",одежда,0.9694505803114442,одежда,0.89127516746521,True,одежда,одежда
944,944,"свитер тонкий,но качество хорошее",одежда,0.970057748059032,одежда,0.6350350379943848,True,одежда,одежда
945,945,"пришло быстро недели за три. чуть чуть маловато но в целом по размеру, xl было бы лучше. свой 46-48. внутри небольшые дырки",одежда,0.9305132055729496,unknown,0.2441266626119613,False,одежда,одежда
946,946,"мне понравилась, но цвет рисунка черный а не синий",одежда,0.6968941377560401,unknown,0.2932878732681274,False,одежда,одежда
947,947,"Спасибо продавцу, хорошие теплые штаны, на мой 44 размер-идеально! Тянутся хорошо. Талия высокая. Рекомендую.",одежда,0.9754114916174031,обувь,0.6655792593955994,False,одежда,одежда
948,948,"Цвет не тот что заказывали , рубашка с браком, швы разошлись и рваная. В остальном все устраивает ",одежда,0.9603842298148948,одежда,0.7140710949897766,True,одежда,одежда
949,949,"Заказ пришел достаточно быстро в Свердловскую область. Очень понравились, размер тоже подошел идеально, буду еще заказывать. Продавца рекомендую",одежда,0.8151016578072562,unknown,0.4100397527217865,False,одежда,одежда
950,950,"на 42-44 можно смело заказывать xs, качество хорошее",одежда,0.96043155787616,unknown,0.382815808057785,False,одежда,одежда
951,951,"Очень плохое обслуживание!!! Товар не получен, средства не возвращены!!!",нет товара,0.6342092493542246,нет товара,0.9969998002052308,True,нет товара,нет товара
952,952,"не 5 х совершенно. на 48 русский тянет.
 качество слабое. у китайцев на рынке такой купила бы дешевле",одежда,0.9439865705744606,unknown,0.316234678030014,False,одежда,одежда
953,953,размер s оказался большим,одежда,0.9566206253967596,unknown,0.2759549021720886,False,одежда,одежда
954,954,"Товар так и не пришел, продавец отправил несуществующий номер трека!!!деньги не вернул!!!",нет товара,0.6603139158328438,нет товара,0.9963117837905884,True,нет товара,нет товара
955,955,пошив не очень. качество не очень.. а шорты вообще жесть. не рекомендую.,одежда,0.8822794407317793,unknown,0.5622997283935547,False,одежда,одежда
956,956,Минус после стирку пошёл весь в катушки ,одежда,0.861507946885897,unknown,0.3241991400718689,False,одежда,одежда
957,957,заказ не пришел!время истекло а заказа так  и нет!!!,нет товара,0.769449409780836,нет товара,0.9969496726989746,True,нет товара,нет товара
958,958,не подошел размер (((( на мой 48 XL очень мал и груди в на попе. начиталась отзывов но оказалось не все отзывы получаются правдивы((( Шел месяц до Московской области.,одежда,0.8928436441985439,unknown,0.3153001070022583,False,одежда,одежда
959,959,"Заказывала размер L ,а соответствует S.",одежда,0.8132442057576602,unknown,0.3485046029090881,False,одежда,одежда
960,960,"Товар не плохой, но много ниток торчит",одежда,0.9250240565602468,unknown,0.5974610447883606,False,одежда,одежда
961,961,"Сшита очень плохо. Рукава короткие, плечи тоже. Везде торчат нитки",одежда,0.963459260558848,unknown,0.4802494943141937,False,одежда,одежда
962,962,"фото не соответствует товару и описание тоже.это куртка прямого пошива ,тонкая,осенняя.на фото пальто хорошее а действительности похуже",одежда,0.96923396491915,нет товара,0.7343892455101013,False,одежда,одежда
963,963,"очень бошьшой вырез, нужно пришить пуговицу.",одежда,0.789409180489686,unknown,0.2621351182460785,False,одежда,одежда
964,964,"Ждала три месяца, вернули деньги, товар так и не пришел",нет товара,0.7712846508498281,нет товара,0.997296929359436,True,нет товара,нет товара
965,965,"Заказали куртку одним цветом, прислали другим,продавец сказал сделаю скидку, спрашиваю какая скидка, молчат!",одежда,0.6433488572231323,одежда,0.7612032890319824,True,одежда,одежда
966,966,"отличные штаны, заказала сестре, идеально подошли.",одежда,0.7675912884179721,unknown,0.4997919201850891,False,одежда,одежда
967,967,"Доставка не более 3 недель до Москвы,топ не плохой,единственное короткий))но под брюки с завышенной талией или юбку,будет не плохо!",одежда,0.9557709027143358,unknown,0.4225586354732513,False,одежда,одежда
968,968,На рост 175 коротко,одежда,0.723824511917135,unknown,0.2333484888076782,False,одежда,одежда
969,969,"Пришли быстро, но когда достала их, обнаружила, что есть затяжки, очень расстроило, несмотря на то, что ткань плотная. Летом в них будет жарковато. Открыла спор, попросила половину денег за товар, деньги вернули ",одежда,0.8397975430030292,текстиль,0.9438230991363524,False,текстиль,одежда
970,970,"УЖАААС! Продавец обманул ! Прислал бюстгальтер порванный , сказал закрыть спор и тогда он вернёт деньги ! Спор закрыла , деньги так и не вернул ! ",одежда,0.6101684736600054,unknown,0.5931808352470398,False,одежда,одежда
971,971,Очень мала. Размер ХХХL не соответствует. Подошла на 44-46 размер.,одежда,0.9644965905580204,unknown,0.5489364266395569,False,одежда,одежда
972,972,"все подошло, рост 162.",одежда,0.6338202546959144,unknown,0.2340344786643982,False,одежда,одежда
973,973,"Супер,  очень нравится !",нет товара,0.8839620921991164,unknown,0.3171046674251556,False,нет товара,нет товара
974,974,"Ношу размер 42-44, заказала размер М, хочу сказать он впритык, знала бы заказала L. Качество рубашки отличное!!! Кто любит посвободнее, заказывайте на размер больше!! К покупке рекомендую!!!",одежда,0.9176229542425192,одежда,0.9663742184638976,True,одежда,одежда
975,975,"ткань очень тонкая,платье смотрится совсем по-другому",одежда,0.8393888574459,unknown,0.5571767091751099,False,одежда,одежда
976,976,"комбинезон​ очень тонкий и супер прозрачный, если кто то не хочет светить нижним бельем должен что то придумать.",одежда,0.9245197148596778,одежда,0.8908452391624451,True,одежда,одежда
977,977,"Второй раз заказываю у этого продавца, первый раз все прошло замечательно, пришли быстро, хорошего качества.В этот раз не повезло, все в дырках, потертостях. Пришли быстро за 2 недели. Открыла спор вернули всю сумму.",одежда,0.8153789780389605,unknown,0.2568619847297668,False,одежда,одежда
978,978,"Разочаровал кардиган, т.к. он огромный на мои параметры. На даче ему самое место. Очков и спиц в комплекте не хватает Качество норм, тёплый.",одежда,0.9356009202105506,одежда,0.6422300934791565,True,одежда,одежда
979,979,"Неприятный к телу. Форму держит, если есть что держать) не надела ни разу, коже не приятно, на всю площадь чашки липучка. ",одежда,0.7692412414470694,unknown,0.5136716365814209,False,одежда,одежда
980,980,"качество ткани совсем не джинсовые,наподобии джинсов,а так все по размеру, фасон понравился,ткань дурацская",одежда,0.9750024562034638,текстиль,0.9570876955986024,False,текстиль,одежда
981,981,На рукавах резинка не тянется. Ворот короткий. Карманы разного размера и маленькие. Очень тонкая. Мне она было слишком свободна.,одежда,0.96292835194806,украшения и аксессуары,0.8064689040184021,False,одежда,одежда
982,982,"Качество молнии и шнурков плохое, материал не приятный к телу.",одежда,0.9260528822598716,unknown,0.4930342733860016,False,одежда,одежда
983,983,"хорошее качество,но на высокий рост будут брюки короткие",одежда,0.8732591561679176,одежда,0.6458421945571899,True,одежда,одежда
984,984,"Рост 176, на свой обычный 44-46 заказала М, выглядит немного коротковато на мне рукава короткие см на 15 да и внизу тоже",одежда,0.971555940448543,unknown,0.3894205391407013,False,одежда,одежда
985,985,Пришло быстро.На юбке мелкие непрокрашенные места.Через спор вернули половину цены.,одежда,0.9632391671472276,одежда,0.6946984529495239,True,одежда,одежда
986,986,"Но рост 180 по колено,качество хорошее,доставка быстрая",одежда,0.9201323802449304,unknown,0.3595578670501709,False,одежда,одежда
987,987,"Цвет и размер соответствует описанию. ОГ 92, рост 164 - размер L, подошел идеально. Оплатила 11.11.2017 -01.12.2017 получила на почте. Брала за 630 рублей. Магазин рекомендую как надежный.",одежда,0.932387025241918,одежда,0.9199448823928832,True,одежда,одежда
988,988,"Платье отличное!!! На рост 170 длина супер, заказала xxl на параметры 95/75/105 село супер, если параметры будут чуть больше, уже будет в обтяг. Доставка почти месяц",одежда,0.9838590011010836,одежда,0.983518362045288,True,одежда,одежда
989,989,"Качество ткани хорошее.В блузке есть 1 большой минус не симетричны сделаны складки .Должны быть по центру ,а они с боку т.е.брак.Продовец по общению хороший.По размеру идеально.",одежда,0.9800335346863048,текстиль,0.7869515419006348,False,текстиль,одежда
990,990,платье отличное в размер мне понравилось,одежда,0.9139243575966284,одежда,0.971060872077942,True,одежда,одежда
991,991,"была маленькая дырочка, и полноразмерная",одежда,0.8137859225175641,unknown,0.3449020981788635,False,одежда,одежда
992,992,село хорошо на 90-70-90 при росте 167 и вес 52 кг спереди длина выше колена на лето просто супер,одежда,0.9288823988115492,unknown,0.5990557074546814,False,одежда,одежда
993,993,"туника пришла без размерная, рукава короткие с ужасным запахом",одежда,0.6424262359173516,одежда,0.6876804828643799,True,одежда,одежда
994,994,очень  лёгкая но не просвечивает  к телу  приятно  смотрится супер размер  соответствует действительности на 42 брала  s,одежда,0.9422244551939536,одежда,0.8923859000205994,True,одежда,одежда
995,995,"хорошая качественная рубашка, по размеру в целом подошла (немого только расходится в груди, но на мне все рубашки так сидят), доставка в Тулу 3 недели. Запаха нет.",одежда,0.9227514695135622,одежда,0.9388570189476012,True,одежда,одежда
996,996,Жаль，товар так и не получила.Открыла спор，вернули деньги.Потерялся наверное на просторах нашей страны.,нет товара,0.767501340396545,нет товара,0.9947818517684937,True,нет товара,нет товара
997,997,они хорошего качества. быстрый прибыл и упаковке. material is nice to wear.,одежда,0.9288787843510508,unknown,0.3674241900444031,False,одежда,одежда
998,998,Продавец плохой.Юбки узкие.,одежда,0.9592900712309494,одежда,0.7609474062919617,True,одежда,одежда
999,999,"на 48 размер,  объем груди 96см., xxxl велико.",одежда,0.7195077378297429,unknown,0.2427990287542343,False,одежда,одежда
1000,1000,"Юбка отличная! На параметры 60/90 взяла S, сидит идеально. Никакого запаха и торчащих ниток. Рекомендую!",одежда,0.9352156052325484,одежда,0.9665628671646118,True,одежда,одежда
1001,1001,"К сожалению,не хлопок...синтетика.Посылка шла более 45 дней.",нет товара,0.6046734354175819,текстиль,0.922071099281311,False,текстиль,нет товара
1002,1002,"Шло в Москву очень долго, доставка хреновая. Открыла спор, вроде деньги вернули. Но долго продлевали защиту несколько раз. Лучше не продлевайте - нет смысла ждать. Продавец вроде общительный. ",одежда,0.8171852549642683,нет товара,0.6060937643051147,False,одежда,одежда
1003,1003,"Качество ужасное, майка прозрачная, после первой стирки весь ажур ""поплыл""",одежда,0.9141338213957132,unknown,0.5849453806877136,False,одежда,одежда
1004,1004,"Очень классное платье!Размер идеально подошёл,т.к ткань тянется.Доставка месяц.Определенно рекомендую продавца,буду заказывать ещё.",одежда,0.9433657310951566,одежда,0.756657600402832,True,одежда,одежда
1005,1005,Заказывал размер М продавец тянул время с отправкой и наконец прислал размерXL да и ещё рукав рваный,одежда,0.9097779490031408,unknown,0.3275208473205566,False,одежда,одежда
1006,1006,"качество пуховика не плохое, но смутили пятна не понятного происхождения",одежда,0.7979602377963274,unknown,0.4148453772068023,False,одежда,одежда
1007,1007,"за 300 р. норм халат! на об 109 ог 109 хххл в пору. Ниже пишут, что халат с большим запахом и на рекомендуемые размеры можно брать меньше, ничего подобного, халат тика- в тику, меньше размер брать точно не надо",одежда,0.9794415738513804,одежда,0.904579222202301,True,одежда,одежда
1008,1008,"заказ доставлен за 11 дней.
кружевное и красивое, на этом плюсы закончились.
очень длинное, наверно на 2х метровых девушек.край кружева на груди несимметричен и смотрится некрасиво.",одежда,0.9141241242946304,текстиль,0.8620738983154297,False,текстиль,одежда
1009,1009,"Посылка пришла быстро ,трек отслеживался ,брала 2 рубашки с ёжиками .Всё аккуратно прошито .По размеру совпало ,я брала М и S.Ткань приятная ,хлопок в составе есть .",одежда,0.9131376059630392,unknown,0.5466875433921814,False,одежда,одежда
1010,1010,"голимая синтетика,носить не возможно, противная на ощупь,при глажке ужасный запах, очень расстроена",одежда,0.8162870902663866,текстиль,0.9447277784347534,False,текстиль,одежда
1011,1011,размер очень маленький не соответствует описанию,одежда,0.8562807723818588,unknown,0.5819352269172668,False,одежда,одежда
1012,1012,Очень плохой заказ.  Сделано кое-как. Нитки торчат. Шитье пришито неровно. Заказ шел очень долго.,одежда,0.9114296742213934,текстиль,0.9222489595413208,False,текстиль,одежда
1013,1013,"цвет темнее чем на картинке,а так свитер хороший тёплый",одежда,0.8784993505046951,одежда,0.6113550066947937,True,одежда,одежда
1014,1014,Не заказывайте ничего .Товар не пришёл деньги не вернули,нет товара,0.7089066429286631,нет товара,0.9962289333343506,True,нет товара,нет товара
1015,1015,"классная кофта. пришла без размера. заказывала ,,м, на 44. очень понравилась. спасибо большое",одежда,0.9186687482116944,одежда,0.8951382637023926,True,одежда,одежда
1016,1016,"товар не пришел,деньги не вернули",нет товара,0.7861002110675128,нет товара,0.9960323572158812,True,нет товара,нет товара
1017,1017,"Заказ пришёл в Тюмень за 2 недели. Размер соответствует. Заказала L , ог103, от79, об97 хорошо сидит. Качество оставляет желать лучшего. За такие деньги думаю хороший вариант ",одежда,0.939037785691032,unknown,0.5976584553718567,False,одежда,одежда
1018,1018,"много торчащих ниток,внутри шов на шортах не ровный,и где лиф ажур вообще неровный",одежда,0.9601561198196722,unknown,0.4910231828689575,False,одежда,одежда
1019,1019,Очень маленькая. Размерная таблица не соответствует действительности. На ОГ 86см брала М.,одежда,0.962306538859679,unknown,0.3119388222694397,False,одежда,одежда
1020,1020,маломерки жуткие и опять короткие....,одежда,0.85335000647338,unknown,0.3351958990097046,False,одежда,одежда
1021,1021,"в целом рубашка не плохая,жаль только не угадала с размером оказалась велика",одежда,0.9101762098692906,одежда,0.8978804349899292,True,одежда,одежда
1022,1022,"Юбка хорошо села,ткань очень тонкая и очень плохо пахнет(тухлой рыбой).Постирала-бесполезно,все равно очень плохо пахнет.",одежда,0.9475688843322634,unknown,0.4936628937721252,False,одежда,одежда
1023,1023,"Доставка в г. Томск 16 дней.
Юбочка выполнена качественно, материал мягкий. Но не подошла, так как заказали по размеру, а описания размера не читали. Будьте внимательны!
Во стольном все понравилось, Продавцу спасибо.",одежда,0.8834558145886693,unknown,0.5039381980895996,False,одежда,одежда
1024,1024,"Заказ пришел, но на картинке белый цвет а на самом деле серая кофта. Размер тоже не подошел, хотя я такие вещи покупаю по тому размеру который заказывала. На вид по картинке длинее чем кажется, на самом деле короткая.",одежда,0.9621379879151594,одежда,0.8416699767112732,True,одежда,одежда
1025,1025,"очень мягкие, с лайкрой, внутри небольшой мех. смотрятся замечательно. буду заказывать еще. единственный полуминус - и спереди и сзади по 2 прострочки как на детских колготах. носить под юбку или тунику",одежда,0.9160846590634744,unknown,0.3504078686237335,False,одежда,одежда
1026,1026,"Деньги на ветер иначе не назовёшь! После стирки перекосилось! Цвета естественно облезли, размер маломерит как минимум на 2-3 размера! Продавец просил 5! Хотя по факту не за что совершенно!",одежда,0.9474770418058008,нет товара,0.605247974395752,False,одежда,одежда
1027,1027,"Мне понравилась эта блуза из за красивой горловины на фото, а на  самом деле она совсем другая, просто обрезано кружево и рукав  такой же. Я разочарованная",одежда,0.9678704247079528,одежда,0.6535265445709229,True,одежда,одежда
1028,1028,"очень крутая куртка. Супер. спасибо. на вес 65 XL идеально,но если кто любит по свобод ней  , лучше на 3 размера больше брать. доставка 14 дней до новороссийска",одежда,0.9788182117010894,одежда,0.9867634773254396,True,одежда,одежда
1029,1029,"вид футболки хороший, но при примерке отвалилась сразу 2 кнопки.  хотя размер подошел идеально.",одежда,0.9490267630081116,одежда,0.92061847448349,True,одежда,одежда
1030,1030,Блузка 3XL по описанию на бюст 108 см. Факт размер бюст 100. Поэтому мала. Качество среднее.,одежда,0.9662025797219016,одежда,0.9385782480239868,True,одежда,одежда
1031,1031,"отличный свитер) быстрая доставка! на 44-46 идеально, рост 172, единственное рукава впритык",одежда,0.9687735288058718,одежда,0.7294354438781738,True,одежда,одежда
1032,1032,заказано 29 сентября. пришло 1 декабря. 3 месяца. просто ужас.,одежда,0.7866854720409998,unknown,0.5788818001747131,False,одежда,одежда
1033,1033,не понравилось что верх кофты синтэтика,одежда,0.9311780948313104,unknown,0.4003110826015472,False,одежда,одежда
1034,1034,"заказ шел очень долго даже открыла спор тк защита истекала спор закрыли не в мою пользу, но спустя неделю платье доставили на дом",одежда,0.6830554786671741,одежда,0.954335868358612,True,одежда,одежда
1035,1035,"доставка очень быстро 16 08
 заказали 30 08 уже получили.",одежда,0.8631297740000191,unknown,0.2767033874988556,False,одежда,одежда
1036,1036,"Колготки Редкостное Г..., Продавец по отправке  мододец быстро отправил, но наша Почта как всегда, думал все потеряли в последний день защиты принесли.",одежда,0.899810078460387,unknown,0.4905998706817627,False,одежда,одежда
1037,1037,"Просто футболка не пришла. Каждый день залезала на али и проверяла и видимо нажала, что товар получила. Ну и китайцы завернули товар обратно! Сама виновата, но всем на будущее крок!",одежда,0.7527614874329158,unknown,0.5750797390937805,False,одежда,одежда
1038,1038,"Товар не пришел. Деньги вернули. Но продавец хороший и милый. Просто, может быть, мне не повезло.",нет товара,0.68379391761039,нет товара,0.995747983455658,True,нет товара,нет товара
1039,1039,"Заказывала S на рост 159см, хотела немного просторную, подошло идеально",одежда,0.9468164281937356,одежда,0.6771653294563293,True,одежда,одежда
1040,1040,"Платье мне не пришло,  деньги вернули",нет товара,0.8498804739195389,нет товара,0.7048017382621765,True,нет товара,нет товара
1041,1041,гольная синтетика с начёсом,одежда,0.876652186177775,текстиль,0.9622192978858948,False,текстиль,одежда
1042,1042,"Тёплые, цвет соответствует картинке. По размеру подошли. Всё отлично.",одежда,0.877672713086123,unknown,0.3889923095703125,False,одежда,одежда
1043,1043,Товар не пришёл вернули деньги,нет товара,0.9083583429882088,нет товара,0.9933581948280334,True,нет товара,нет товара
1044,1044,"ткань - синтетика среднего качества, размерная сетка не соответствует действительности. Нитки не торчат. не пахнет. В общем за такие деньги более менее.. рекомендую брать на размер побольше.",одежда,0.9643183993032102,текстиль,0.9877787828445436,False,текстиль,одежда
1045,1045,"Очень милые носочки, качество не плохое",одежда,0.8918139654036576,обувь,0.9317871928215028,False,одежда,одежда
1046,1046,"Футболка понравилась.Но я заказывала оранжевую,а прислали желтую...Что меня не совсем устраивает!!!Продавцу надо быть более внимательным при отправке заказов...Доставка две недели.",одежда,0.8209420472590891,одежда,0.9198546409606934,True,одежда,одежда
1047,1047,"Так ,что то не очень.Одно радует рукова  нормальные.А вот длина убки выше колен,а не до колена.И МНЕ КАЖЕТСЯ, ОНО ПОЛЕНЯЕТ ПОСЛЕ СТИРКИ.",одежда,0.9162361350979276,обувь,0.6881858706474304,False,одежда,одежда
1048,1048,"неплохое качество, есть запах, но после стирки исчез. спасибо.",одежда,0.739551743270566,unknown,0.2601204812526703,False,одежда,одежда
1049,1049,"куртка оказалась скорее на весну чем на зиму,если только  носить при температуре+5,10,но не в мороз.Размер нормальный,но рукава оказались короткие.",одежда,0.6828002578561192,одежда,0.9827699065208436,True,одежда,одежда
1050,1050,"Майку не получила, деньги вернули.",нет товара,0.9255622100222844,нет товара,0.9372837543487548,True,нет товара,нет товара
1051,1051,"Очень грубая пряжа,даже после стирки ,на рост 150-160,короткий и свитер и юбка,смотрится несуразно ! Жаль потраченных денег.",одежда,0.9745794707317846,unknown,0.4852090775966644,False,одежда,одежда
1052,1052,"не ахти качество...доставка ужасная , пришлось потратить день , что бы найти ячейку куда бросила курьерская служба CDEK это пальто",одежда,0.8926450973866743,одежда,0.8870511651039124,True,одежда,одежда
1053,1053,С размером ошиблась. На российский 50 52 точно меньше надо брать чем 5 xl. Немного мешковато сел. А так вещь понравилась,одежда,0.9301280718999572,одежда,0.7362611293792725,True,одежда,одежда
1054,1054,"Это шикарно!! Пришло за 2 недели до Иркутска, запаха не было, стирки пережила хорошо. Боже,это потрясно!!! Спасибо большое!))) Очень советую)))))",одежда,0.6916428915107583,unknown,0.2672938704490661,False,одежда,одежда
1055,1055,"Пришло быстро,но мне не понравилось качество,соединено непонятными нитками другого цвета,их видно.Еще намного короче чем на картинке,это тоже минус",одежда,0.9410851150726184,unknown,0.3013100326061249,False,одежда,одежда
1056,1056,"получила через месяц в Питер. качество хорошее, у меня р-р 35-36 мне как раз. не знаю как их натягивают на 37-38",одежда,0.9461281446119976,unknown,0.3514080941677093,False,одежда,одежда
1057,1057,юбка пришла быстро. на размер 42-44 оказалась узкой резинка.,одежда,0.9533012134902668,одежда,0.7692931294441223,True,одежда,одежда
1058,1058,"неплохая близка, но просвечивает",одежда,0.8354457995668444,unknown,0.3813450038433075,False,одежда,одежда
1059,1059,"заказ так и не получила, алиэкспресс вернул деньги",нет товара,0.9196427456061104,нет товара,0.9920289516448976,True,нет товара,нет товара
1060,1060,"Дырки, нитки , затяжки ",одежда,0.7823880226267568,украшения и аксессуары,0.6152230501174927,False,одежда,одежда
1061,1061,товар не пришёл из за,нет товара,0.831769618649562,нет товара,0.9941162467002868,True,нет товара,нет товара
1062,1062,"пришло быстро,но в описании написано трикотож а пришла 100% синтетика.по этому 2",одежда,0.8820716049228485,unknown,0.5754451155662537,False,одежда,одежда
1063,1063,Жутко просвечивает. И вверх  и низ. Заказывала розовое. Фатин желтый. Я разочарована. Носить не буду.,одежда,0.8626359794914039,unknown,0.3699683248996734,False,одежда,одежда
1064,1064,"материал - синтетика, в целом не довольна.  на 40 размер подойдёт. но не стоит брать, т. к. качество не очень",одежда,0.9400951032292636,текстиль,0.9825020432472228,False,текстиль,одежда
1065,1065,"херня. эклетризуется, на ощупь не приятное. жена не носит.",нет товара,0.6881723617280344,нет товара,0.8745198845863342,True,нет товара,нет товара
1066,1066,Отлично! ,нет товара,0.7180148325000617,unknown,0.3198558688163757,False,нет товара,нет товара
1067,1067,Качество отличное. Всем советую продавца.,одежда,0.8388263259362871,unknown,0.3423263728618622,False,одежда,одежда
1068,1068,кофточка супер!!! у меня размер 40-42 подошла!,одежда,0.9358164340301574,одежда,0.6428285241127014,True,одежда,одежда
1069,1069,"Куртка хорошая и мне очень жаль, что выслали не тот размер, что заказывала я... Пришлось подарить её родственнице, а себе теперь буду заказывать у другого  ( внимательного) продавца.",одежда,0.873778459456627,одежда,0.979920506477356,True,одежда,одежда
1070,1070,Тонкая приятная ткань. Пояс не анатомически высоко.,одежда,0.826213481087046,текстиль,0.9463058710098268,False,текстиль,одежда
1071,1071,"Очень неприятная ткань, чистая синтетика, одеваешь на минуту и уже хочется снять",одежда,0.8776623706947227,текстиль,0.7109100222587585,False,текстиль,одежда
1072,1072,"Размер м на 44 русский, посадка нормальная, не шелковистые. Заказ пришёл быстро.",одежда,0.8183294194682182,одежда,0.6765394806861877,True,одежда,одежда
1073,1073,Дошло быстро. Качество хорошее.,одежда,0.6467006601277582,unknown,0.2728800773620605,False,одежда,одежда
1074,1074,"КУРТКА НА теплую ОСЕНЬдо +12 ,но к сожалению оказался мал в груди,тесно",одежда,0.9088025086822104,unknown,0.4817179143428802,False,одежда,одежда
1075,1075,"На российский 46, взяла L и оказалась широковата.Ну на дачу пойдёт.Запаха нет.  Цвет рисунок всё ок. Тонкий, но тёплый. Немного торчат нитки, но не страшно",одежда,0.9701465670510024,unknown,0.4676835536956787,False,одежда,одежда
1076,1076,"Размер не соответствует, сильно маломерит. Заказала S, а нужно было М, а может даже  L. Написала продавцу, даже не ответил.",одежда,0.940542201316136,нет товара,0.6114808917045593,False,одежда,одежда
1077,1077,"Рубашка не аккуратная, разлезлись швы после первой носки, запах не выветрился после 3 стирок",одежда,0.941172510987102,текстиль,0.6555571556091309,False,текстиль,одежда
1078,1078,размер не подошёл. брала xl на 48 рос. даже на вид они не больше s.Ки - м. Ки к тому же они тонкие! в прошлый раз заказывала в другом магазине они были намного лучше и теплее!,одежда,0.9879613988189292,unknown,0.3332775831222534,False,одежда,одежда
1079,1079,"Товар не пришёл, Деньги вернули",нет товара,0.805936440054272,нет товара,0.9961794018745422,True,нет товара,нет товара
1080,1080,"блузка пришла маленькая, продавец не вернул деньги
размерная сетка не соответствует
ужасный продавец",одежда,0.9262893395366396,одежда,0.7598070502281189,True,одежда,одежда
1081,1081,"не подошёл по размеру, верх сел идеально, а низ узкий и короткий, больше ни чего из одежды заказывать не буду",одежда,0.8926250445935124,unknown,0.5348067879676819,False,одежда,одежда
1082,1082,Очень страшненькая выглядит ещё дешевле чем стоит ,одежда,0.9465431692137148,unknown,0.4119322299957275,False,одежда,одежда
1083,1083,Продавец прислал не тот свитер!! Я очень расстроена!!!,одежда,0.8060647269940414,unknown,0.5310472249984741,False,одежда,одежда
1084,1084,"заказала размер s, платье оказалось очень велико, придётся ушивать, материал синтетика, пришло очень быстро за 13 дней",одежда,0.93758580529422,unknown,0.4938518106937408,False,одежда,одежда
1085,1085,отличная футболка. заказывала s на свой 42 размер .,одежда,0.9180908583889422,одежда,0.9040666818618774,True,одежда,одежда
1086,1086,лосины супер всегда у него буду заказывать рисунок четкий,одежда,0.892296684427121,обувь,0.9412853717803956,False,одежда,одежда
1087,1087,"разошелся шов где воротник, при том что только получили и распокавали и не одевали!",одежда,0.9140088863171244,unknown,0.3278223872184753,False,одежда,одежда
1088,1088,Не рекомендую ни ТОВАР ни  ПРОДАВЦА .ВСЕ ОТВРАТИТЕЛЬНО. огромный минус все НА ДНЕ.  ПОЗОР.,нет товара,0.6557443657492923,нет товара,0.991014838218689,True,нет товара,нет товара
1089,1089,"Заказ шёл 1,5 месяца! Хотя до этого заказывала у этого же продавца - заказ приходил за 15 дней",одежда,0.7509341355141274,unknown,0.2146409004926681,False,одежда,одежда
1090,1090,"Заказали 14.10.2017 , получили 25.10.2017 
На мой размер 42, широкий как мешок. Надо было все таки размер  S заказать. 
По поводу качества хороший пуховик. 
Мех натуральный , съемный. 
Буду продавать .",одежда,0.9426897194256456,unknown,0.5874126553535461,False,одежда,одежда
1091,1091,"Качество отличное ,доставка до Башкирии 3 недели",одежда,0.864860401887142,unknown,0.2209301888942718,False,одежда,одежда
1092,1092,"хороший свитер,но он не такой широкий и рукава вообще не по всей длине,но подошел,так что 4.продавцу спасибо.",одежда,0.962344841155387,одежда,0.9022026658058168,True,одежда,одежда
1093,1093,"кружево существенно отличается от того что на фото, пришито криво, цвет кружева не в тон комплекту, брюки коротковаты",одежда,0.9740226410428392,текстиль,0.8710416555404663,False,текстиль,одежда
1094,1094,"Не пришли. Продавец делал все, что бы не возвращать деньги",нет товара,0.8152258438053732,нет товара,0.9501320719718932,True,нет товара,нет товара
1095,1095,"заказывала маме парку голубого цвета, пришел грязно серый, 3 звезды только за оперативность.Разочарована",одежда,0.7899064401500315,unknown,0.4156161546707153,False,одежда,одежда
1096,1096,Заказ не пришел. Был открыт спор.Деньги вернули.,нет товара,0.894931358463498,нет товара,0.9934811592102052,True,нет товара,нет товара
1097,1097,"Товар так и не пришёл, деньги не вернули, спор закрыли",нет товара,0.8816779849749228,нет товара,0.997295379638672,True,нет товара,нет товара
1098,1098,платья разные и не только по цвету. вернули деньги,одежда,0.7424350375416592,одежда,0.873370885848999,True,одежда,одежда
